Food,City,Num
THISISAD3JSCODE18,HELLOWORLD19,1
THISISAD3JSCODE18,HELLOWORLD20,189
THISISAD3JSCODE18,HELLOWORLD21,748
THISISAD3JSCODE18,HELLOWORLD22,887
THISISAD3JSCODE18,HELLOWORLD23,304
THISISAD3JSCODE18,HELLOWORLD24,551
THISISAD3JSCODE18,HELLOWORLD25,832
THISISAD3JSCODE18,HELLOWORLD26,3
THISISAD3JSCODE18,HELLOWORLD27,31
THISISAD3JSCODE18,HELLOWORLD28,80
THISISAD3JSCODE18,HELLOWORLD29,953
THISISAD3JSCODE19,HELLOWORLD0,108
THISISAD3JSCODE19,HELLOWORLD1,19
THISISAD3JSCODE19,HELLOWORLD2,281
THISISAD3JSCODE19,HELLOWORLD3,2
THISISAD3JSCODE19,HELLOWORLD4,952
THISISAD3JSCODE19,HELLOWORLD5,0
THISISAD3JSCODE19,HELLOWORLD6,506
THISISAD3JSCODE19,HELLOWORLD7,4
THISISAD3JSCODE19,HELLOWORLD8,339
THISISAD3JSCODE19,HELLOWORLD9,169
THISISAD3JSCODE19,HELLOWORLD10,52
THISISAD3JSCODE19,HELLOWORLD11,711
THISISAD3JSCODE19,HELLOWORLD12,306
THISISAD3JSCODE19,HELLOWORLD13,4
THISISAD3JSCODE19,HELLOWORLD14,152
THISISAD3JSCODE19,HELLOWORLD15,11
THISISAD3JSCODE19,HELLOWORLD16,14
THISISAD3JSCODE19,HELLOWORLD17,38
THISISAD3JSCODE19,HELLOWORLD18,680
THISISAD3JSCODE19,HELLOWORLD19,621
THISISAD3JSCODE19,HELLOWORLD20,20
THISISAD3JSCODE19,HELLOWORLD21,793
THISISAD3JSCODE19,HELLOWORLD22,18
THISISAD3JSCODE19,HELLOWORLD23,2
THISISAD3JSCODE19,HELLOWORLD24,417
THISISAD3JSCODE19,HELLOWORLD25,171
THISISAD3JSCODE19,HELLOWORLD26,16
THISISAD3JSCODE19,HELLOWORLD27,46
THISISAD3JSCODE19,HELLOWORLD28,151
THISISAD3JSCODE19,HELLOWORLD29,47
